gene_id,gene_mapping_id,gene_product,go_terms
177,115,Q15109,GO:0001540!GO:0001650!GO:0001774!GO:0001914!GO:0001934!GO:0004888!GO:0005044!GO:0005515!GO:0005886!GO:0005887!GO:0006954!GO:0007166!GO:0007611!GO:0009611!GO:0010255!GO:0016324!GO:0030054!GO:0031175!GO:0032693!GO:0032735!GO:0034116!GO:0038023!GO:0042104!GO:0042802!GO:0044548!GO:0044877!GO:0045087!GO:0046330!GO:0048143!GO:0048167!GO:0051092!GO:0070374!GO:0090647!GO:0098794!GO:0150003!GO:0150104!GO:1900272!GO:1900453!GO:1900745!GO:1901224!GO:1902961!GO:1904645!GO:2000439!GO:2000514!GO:2001200
178,116,P35573,GO:0004133!GO:0004134!GO:0004135!GO:0005515!GO:0005576!GO:0005737!GO:0005829!GO:0005980!GO:0034774!GO:0043033!GO:0043312!GO:1904813
181,117,O00253,GO:0005102!GO:0005184!GO:0005615!GO:0005796!GO:0007218!GO:0007631!GO:0060259
182,118,P78504,GO:0001953!GO:0002456!GO:0003184!GO:0005112!GO:0005515!GO:0005543!GO:0005886!GO:0007219!GO:0016020!GO:0022408!GO:0030336!GO:0045944!GO:0061156!GO:0061314!GO:0097150!GO:2000737
183,119,P01019,GO:0000187!GO:0001819!GO:0001822!GO:0001974!GO:0002034!GO:0003014!GO:0004867!GO:0005179!GO:0005515!GO:0005576!GO:0005615!GO:0005829!GO:0007186!GO:0007199!GO:0007263!GO:0007267!GO:0008083!GO:0008217!GO:0010536!GO:0010595!GO:0010629!GO:0010744!GO:0010873!GO:0014068!GO:0016176!GO:0017080!GO:0019216!GO:0031702!GO:0031703!GO:0032270!GO:0033864!GO:0038166!GO:0043407!GO:0045742!GO:0045893!GO:0048018!GO:0050729!GO:0050731!GO:0051092!GO:0051387!GO:0061098!GO:0090190!GO:1901201!GO:1902632!GO:1903598!GO:1903779!GO:2000379!GO:2000650!GO:2001238
185,120,P30556,GO:0001596!GO:0001822!GO:0002034!GO:0003081!GO:0004945!GO:0005515!GO:0005886!GO:0005887!GO:0007186!GO:0007200!GO:0007204!GO:0007266!GO:0010744!GO:0010873!GO:0019229!GO:0019722!GO:0031711!GO:0032270!GO:0032430!GO:0033864!GO:0038166!GO:0046982!GO:0050727!GO:0050729!GO:0051482!GO:0060326!GO:0086097!GO:0097746!GO:1903589!GO:2000379
186,121,P50052,GO:0001974!GO:0004945!GO:0005515!GO:0005886!GO:0005887!GO:0007166!GO:0007186!GO:0007263!GO:0008217!GO:0030308!GO:0032516!GO:0042311!GO:0045429!GO:0048019!GO:0051387!GO:2001238
187,122,P35414,GO:0004930!GO:0005515!GO:0005886!GO:0005887!GO:0007186!GO:0038023!GO:0043951!GO:0045766!GO:0051281!GO:1904325
189,123,P21549,GO:0005515!GO:0005777!GO:0005782!GO:0005829!GO:0006625!GO:0008453!GO:0008483!GO:0009436!GO:0016597!GO:0019265!GO:0019448!GO:0030170!GO:0034641!GO:0042802!GO:0042803!GO:0042853!GO:0043231!GO:0043621!GO:0046487
190,124,P51843,GO:0003714!GO:0003723!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0006367!GO:0008104!GO:0008134!GO:0008406!GO:0008584!GO:0010894!GO:0016020!GO:0016607!GO:0019904!GO:0030325!GO:0032448!GO:0033144!GO:0034451!GO:0035258!GO:0042788!GO:0042803!GO:0043231!GO:0043433!GO:0045892!GO:0050682
191,125,P23526,GO:0000096!GO:0004013!GO:0005515!GO:0005829!GO:0032259
196,126,P35869,GO:0000976!GO:0000987!GO:0001094!GO:0001223!GO:0003677!GO:0003700!GO:0004879!GO:0005515!GO:0005634!GO:0005654!GO:0005667!GO:0005737!GO:0005829!GO:0006355!GO:0006357!GO:0006805!GO:0006915!GO:0008134!GO:0009410!GO:0009636!GO:0010468!GO:0017025!GO:0019933!GO:0030888!GO:0032991!GO:0034752!GO:0046982!GO:0051879!GO:0071320!GO:1904322!GO:1904613!GO:1990837
197,127,P02765,GO:0002576!GO:0005576!GO:0005788!GO:0005794!GO:0006953!GO:0031093!GO:0034774!GO:0043312!GO:0043687!GO:0044267!GO:0050727!GO:0050766
199,128,P55008,GO:0005515!GO:0005634!GO:0005737!GO:0005829!GO:0005884!GO:0008284!GO:0030041!GO:0030335!GO:0032587!GO:0032722!GO:0032755!GO:0034599!GO:0042102!GO:0048471!GO:0048661!GO:0048662!GO:0050921!GO:0051015!GO:0051017!GO:0071346!GO:0071672!GO:0071673!GO:0071677!GO:0090026!GO:0090271!GO:1900087!GO:2000406
203,130,P00568,GO:0004017!GO:0004550!GO:0005829!GO:0006165!GO:0009142!GO:0015949
204,131,P54819,GO:0004017!GO:0005515!GO:0005758!GO:0015949
205,132,P27144,GO:0002082!GO:0004017!GO:0004550!GO:0005515!GO:0005739!GO:0005759!GO:0006165!GO:0009142!GO:0015949!GO:0046033!GO:0046034!GO:0046039!GO:0046899!GO:0050145!GO:0071456!GO:2001169
207,133,P31749,GO:0001934!GO:0001938!GO:0002042!GO:0003376!GO:0004672!GO:0004674!GO:0004712!GO:0005515!GO:0005516!GO:0005524!GO:0005547!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0005886!GO:0005979!GO:0006468!GO:0006469!GO:0006606!GO:0006809!GO:0006924!GO:0007165!GO:0007173!GO:0007186!GO:0007249!GO:0008283!GO:0008284!GO:0008286!GO:0009408!GO:0010507!GO:0010595!GO:0010628!GO:0010748!GO:0010907!GO:0010918!GO:0010951!GO:0014065!GO:0015630!GO:0016301!GO:0016310!GO:0018105!GO:0018107!GO:0019221!GO:0030154!GO:0030235!GO:0030307!GO:0030334!GO:0031018!GO:0031295!GO:0031397!GO:0031982!GO:0031999!GO:0032079!GO:0032091!GO:0032148!GO:0032869!GO:0032991!GO:0033138!GO:0034405!GO:0034614!GO:0035556!GO:0035655!GO:0038061!GO:0042802!GO:0042803!GO:0043066!GO:0043325!GO:0043488!GO:0043491!GO:0043536!GO:0045429!GO:0045600!GO:0045725!GO:0045737!GO:0045742!GO:0045746!GO:0045861!GO:0045893!GO:0046326!GO:0046777!GO:0046889!GO:0048009!GO:0048661!GO:0050999!GO:0051000!GO:0051091!GO:0051898!GO:0060644!GO:0070141!GO:0071276!GO:0071356!GO:0071889!GO:0071901!GO:0072655!GO:0072656!GO:0100002!GO:0140052!GO:1900087!GO:1900182!GO:1901796!GO:1903038!GO:1903078!GO:1903721!GO:1990090!GO:2000402!GO:2001240
208,134,P31751,GO:0004674!GO:0005515!GO:0005524!GO:0005634!GO:0005654!GO:0005829!GO:0005886!GO:0006464!GO:0007165!GO:0008284!GO:0008286!GO:0010748!GO:0010907!GO:0010918!GO:0030334!GO:0030335!GO:0032000!GO:0032869!GO:0032991!GO:0043066!GO:0043231!GO:0045444!GO:0045725!GO:0046326!GO:0060644!GO:0071156!GO:2000147
210,135,P13716,GO:0003824!GO:0004655!GO:0005576!GO:0005829!GO:0006783!GO:0008270!GO:0034774!GO:0042802!GO:0043312!GO:0051260!GO:1901799!GO:1904813
211,136,P13196,GO:0005515!GO:0005654!GO:0005739!GO:0005759!GO:0005829!GO:0006783!GO:0007005!GO:0019216!GO:0042802
212,137,P22557,GO:0001666!GO:0003870!GO:0005515!GO:0005739!GO:0005743!GO:0005759!GO:0006783
213,138,P02768,GO:0002576!GO:0003677!GO:0005504!GO:0005515!GO:0005576!GO:0005615!GO:0005783!GO:0005788!GO:0005794!GO:0006898!GO:0009267!GO:0015643!GO:0019825!GO:0030170!GO:0031093!GO:0032991!GO:0034375!GO:0042802!GO:0043066!GO:0043687!GO:0044267!GO:0051087!GO:0051659!GO:0070062!GO:0140272!GO:1903981
214,139,Q13740,GO:0001772!GO:0005102!GO:0005515!GO:0007155!GO:0007157!GO:0007165!GO:0031226!GO:0042101!GO:0042802
215,140,P33897,GO:0005324!GO:0005515!GO:0005524!GO:0005737!GO:0005765!GO:0005777!GO:0005778!GO:0005779!GO:0005789!GO:0005829!GO:0006635!GO:0007031!GO:0015607!GO:0015910!GO:0016887!GO:0019899!GO:0031966!GO:0032000!GO:0033540!GO:0036109!GO:0036113!GO:0042758!GO:0042760!GO:0042802!GO:0042803!GO:0043531!GO:0043651!GO:0048471!GO:0055085
216,141,P00352,GO:0004029!GO:0005096!GO:0005497!GO:0005515!GO:0005737!GO:0005829!GO:0006069!GO:0006081!GO:0055114!GO:0061624
217,142,P05091,GO:0004029!GO:0004030!GO:0005759!GO:0005975!GO:0006066!GO:0006069!GO:0009055
218,143,P30838,GO:0004029!GO:0004030!GO:0005515!GO:0005783!GO:0005829!GO:0005886!GO:0006081!GO:0006805!GO:0008106!GO:0018479!GO:0055114
219,144,P30837,GO:0005654!GO:0005739!GO:0005759!GO:0006069!GO:0043231
220,145,P47895,GO:0001758!GO:0002138!GO:0004030!GO:0005737!GO:0005829!GO:0042573!GO:0042574!GO:0042803!GO:0051289
221,146,P43353,GO:0004028!GO:0004030!GO:0005515!GO:0005737!GO:0005886!GO:0006066!GO:0006629!GO:0030148!GO:0030667!GO:0034599!GO:0035579!GO:0043312!GO:0046185!GO:0055114
222,147,P48448,GO:0004028!GO:0004030!GO:0005811!GO:0006066!GO:0006629!GO:0030148
223,148,P49189,GO:0004029!GO:0005737!GO:0005829!GO:0006081!GO:0019145!GO:0042136!GO:0042445!GO:0045329!GO:0047105!GO:0051289!GO:0055114
224,149,P51648,GO:0001561!GO:0004029!GO:0005515!GO:0005777!GO:0005778!GO:0005789!GO:0006081!GO:0006714!GO:0007417!GO:0007422!GO:0008544!GO:0030148!GO:0033306!GO:0042803!GO:0043231!GO:0046458!GO:0046577!GO:0050061!GO:0052814!GO:0055114
225,150,Q9UBJ2,GO:0000038!GO:0005515!GO:0005777!GO:0005778!GO:0005829!GO:0006635!GO:0032000!GO:0042760!GO:0042803!GO:0055085
226,151,P04075,GO:0002576!GO:0003779!GO:0004332!GO:0005515!GO:0005576!GO:0005829!GO:0006000!GO:0006094!GO:0006096!GO:0006754!GO:0006941!GO:0007015!GO:0007339!GO:0008092!GO:0008360!GO:0015629!GO:0015631!GO:0030388!GO:0031093!GO:0031674!GO:0034774!GO:0042802!GO:0043312!GO:0046716!GO:0061621!GO:0061827!GO:0070061!GO:0070062!GO:1904724!GO:1904813
229,152,P05062,GO:0004332!GO:0005515!GO:0005815!GO:0005829!GO:0006000!GO:0006094!GO:0006096!GO:0006116!GO:0008092!GO:0030388!GO:0032781!GO:0034451!GO:0042802!GO:0051117!GO:0061609!GO:0061621!GO:0061624!GO:0070061!GO:0070072
230,153,P09972,GO:0004332!GO:0005515!GO:0005576!GO:0005829!GO:0005856!GO:0006000!GO:0006094!GO:0008092!GO:0030388!GO:0030855!GO:0034774!GO:0043312!GO:0061621!GO:1904724!GO:1904813
231,154,P15121,GO:0001523!GO:0001758!GO:0004032!GO:0005515!GO:0005615!GO:0005654!GO:0005829!GO:0005975!GO:0006700!GO:0009055!GO:0043795!GO:0044597!GO:0044598!GO:0046370!GO:0055114!GO:0071475
238,155,Q9UM73,GO:0000187!GO:0004704!GO:0004713!GO:0004714!GO:0005515!GO:0005886!GO:0005887!GO:0007165!GO:0016310!GO:0032991!GO:0042802!GO:0042981!GO:0046777!GO:0048666!GO:0051092
239,156,P18054,GO:0004052!GO:0005515!GO:0005737!GO:0005829!GO:0006629!GO:0010656!GO:0016020!GO:0016165!GO:0019369!GO:0019372!GO:0019395!GO:0033559!GO:0042383!GO:0042759!GO:0043651!GO:0050473!GO:0051121!GO:1901751!GO:2001301!GO:2001303!GO:2001306
240,157,P09917,GO:0002232!GO:0004051!GO:0005506!GO:0005515!GO:0005576!GO:0005635!GO:0005641!GO:0005654!GO:0005829!GO:0006691!GO:0016363!GO:0019221!GO:0019370!GO:0019372!GO:0031965!GO:0034774!GO:0035655!GO:0042759!GO:0043312!GO:0048471!GO:0050727!GO:0050728!GO:1901753!GO:1903426!GO:1904813!GO:2001301
241,158,P20292,GO:0005515!GO:0005635!GO:0005783!GO:0006691!GO:0019370!GO:0019372!GO:0031965!GO:0047485!GO:0050544!GO:0070207!GO:0071277!GO:2001301
242,159,O75342,GO:0004052!GO:0005515!GO:0005829!GO:0006665!GO:0010628!GO:0016702!GO:0019369!GO:0019372!GO:0043410!GO:0048471!GO:0055114!GO:0070257
246,160,P16050,GO:0004052!GO:0005515!GO:0005546!GO:0005811!GO:0005829!GO:0006629!GO:0006691!GO:0006954!GO:0010811!GO:0016020!GO:0016165!GO:0019221!GO:0019369!GO:0019372!GO:0031234!GO:0035963!GO:0042759!GO:0043651!GO:0050473!GO:0050727!GO:0070374!GO:0071277
248,161,P09923,GO:0002020!GO:0005515!GO:0005576!GO:0005886!GO:0006654!GO:0007586
249,162,P05186,GO:0001501!GO:0005515!GO:0005576!GO:0005886!GO:0016462!GO:0033280
250,163,P05187,GO:0004035!GO:0005515!GO:0005886!GO:0009986
251,164,P10696,GO:0004035!GO:0005576!GO:0005886
259,165,P02760,GO:0004867!GO:0005515!GO:0005576!GO:0005886!GO:0006898!GO:0019862!GO:0020037!GO:0042803!GO:0046329
262,166,P17707,GO:0004014!GO:0005515!GO:0005829!GO:0006595!GO:0042802
265,167,Q99217,GO:0005515!GO:0005788!GO:0007165!GO:0030345!GO:0031214!GO:0034505!GO:0043687!GO:0044267!GO:0062023!GO:0070166!GO:0070172
267,168,Q9UKV5,GO:0000209!GO:0004842!GO:0005515!GO:0005783!GO:0005789!GO:0005794!GO:0006457!GO:0006511!GO:0007165!GO:0030176!GO:0030433!GO:0030674!GO:0030968!GO:0032092!GO:0032991!GO:0034450!GO:0036513!GO:0038023!GO:0042802!GO:0048471!GO:0051087!GO:0051865!GO:0061630!GO:0070936!GO:0090090!GO:1904288!GO:1904380!GO:1990381
268,169,P03971,GO:0001880!GO:0005102!GO:0005179!GO:0005576!GO:0005615!GO:0007267!GO:0007530!GO:0007548!GO:0010628!GO:0030509
269,170,Q16671,GO:0005515!GO:0005886!GO:0007548!GO:0030509!GO:0042562!GO:1990262!GO:1990272
270,171,P23109,GO:0003876!GO:0005515!GO:0005829!GO:0042802!GO:0043101
271,172,Q01433,GO:0003876!GO:0005515!GO:0005829!GO:0006188!GO:0042802!GO:0043101!GO:0052652!GO:0097009
272,173,Q01432,GO:0003876!GO:0005515!GO:0005576!GO:0005829!GO:0006196!GO:0034774!GO:0043101!GO:0043312!GO:1904813
273,174,P49418,GO:0005515!GO:0005543!GO:0005829!GO:0006897!GO:0007268!GO:0008021!GO:0015629!GO:0031256!GO:0061024
274,175,O00499,GO:0002020!GO:0005515!GO:0005634!GO:0005737!GO:0005829!GO:0005856!GO:0006897!GO:0006997!GO:0007010!GO:0008333!GO:0015629!GO:0016020!GO:0019828!GO:0030276!GO:0030424!GO:0033292!GO:0042802!GO:0043065!GO:0045664!GO:0048156!GO:0048711!GO:0051015!GO:0051087!GO:0060987!GO:0060988!GO:0061024!GO:0070063!GO:0071156!GO:1902430!GO:1902960
275,176,P48728,GO:0004047!GO:0005515!GO:0005654!GO:0005739!GO:0005759!GO:0006546!GO:0019464
276,177,P0DTE7!P0DTE8!P0DUB6,GO:0004556!GO:0005509!GO:0005576!GO:0005615!GO:0005975!GO:0009311!GO:0016160!GO:0016798!GO:0031404!GO:0043169!GO:0046872!GO:0070062
277,178,P0DTE7!P0DTE8!P0DUB6,GO:0004556!GO:0005509!GO:0005576!GO:0005615!GO:0005975!GO:0009311!GO:0016160!GO:0016798!GO:0031404!GO:0043169!GO:0046872!GO:0070062
278,179,P0DTE7!P0DTE8!P0DUB6,GO:0004556!GO:0005509!GO:0005576!GO:0005615!GO:0005975!GO:0009311!GO:0016160!GO:0016798!GO:0031404!GO:0043169!GO:0046872!GO:0070062
279,180,P04746,GO:0004556!GO:0005509!GO:0005576!GO:0005615!GO:0016052!GO:0031404!GO:0044245
283,182,P03950,GO:0001525!GO:0001666!GO:0001878!GO:0001938!GO:0003677!GO:0003779!GO:0004519!GO:0004540!GO:0005102!GO:0005507!GO:0005515!GO:0005576!GO:0005604!GO:0005615!GO:0005634!GO:0005730!GO:0006651!GO:0007202!GO:0008201!GO:0009303!GO:0009725!GO:0015629!GO:0016477!GO:0019731!GO:0019732!GO:0019843!GO:0032148!GO:0032311!GO:0032431!GO:0034332!GO:0042277!GO:0042327!GO:0042803!GO:0045087!GO:0048662!GO:0050714!GO:0050830!GO:0061844
284,183,Q15389,GO:0000165!GO:0001934!GO:0001936!GO:0002040!GO:0002092!GO:0005515!GO:0005576!GO:0005615!GO:0005886!GO:0005902!GO:0007162!GO:0007171!GO:0010595!GO:0010628!GO:0014842!GO:0030210!GO:0030971!GO:0031398!GO:0034394!GO:0043066!GO:0043116!GO:0043536!GO:0045121!GO:0048014!GO:0050731!GO:0050900!GO:0050918!GO:0051897!GO:0070374!GO:1905605!GO:2000352
285,184,O15123,GO:0005102!GO:0005515!GO:0005576!GO:0005615!GO:0007165!GO:0010467!GO:0030971!GO:0043537!GO:0048014!GO:0050900!GO:0050928
286,185,P16157,GO:0005200!GO:0005515!GO:0005829!GO:0005886!GO:0006888!GO:0008093!GO:0009898!GO:0014731!GO:0019899!GO:0019903!GO:0030507!GO:0045199!GO:0051117!GO:0072659
287,186,Q01484,GO:0002027!GO:0003283!GO:0005515!GO:0005829!GO:0005886!GO:0006888!GO:0010628!GO:0010881!GO:0010882!GO:0016323!GO:0019899!GO:0019901!GO:0030507!GO:0031647!GO:0033365!GO:0034613!GO:0044325!GO:0051279!GO:0051924!GO:0055117!GO:0060307!GO:0070296!GO:0070972!GO:0072659!GO:0086004!GO:0086005!GO:0086014!GO:0086046!GO:0086070!GO:0086091!GO:0098907!GO:0098910!GO:0140031
288,187,Q12955,GO:0000281!GO:0005200!GO:0005515!GO:0005783!GO:0005794!GO:0005829!GO:0005886!GO:0005923!GO:0006888!GO:0007009!GO:0009925!GO:0016323!GO:0016328!GO:0042383!GO:0043001!GO:0043034!GO:0043194!GO:0045184!GO:0071709!GO:0072659!GO:0072660
290,188,P15144,GO:0004177!GO:0005615!GO:0005793!GO:0005886!GO:0008237!GO:0030667!GO:0038023!GO:0043312!GO:0070062
291,189,P12235,GO:0000002!GO:0005515!GO:0005739!GO:0005743!GO:0005887!GO:0006091!GO:0015207!GO:0015866!GO:0016020!GO:0050796!GO:0060546
292,190,P05141,GO:0000295!GO:0005515!GO:0005739!GO:0005743!GO:0005887!GO:0008284!GO:0015207!GO:0016020!GO:0031625!GO:0042645!GO:0050796!GO:0051503!GO:0071817!GO:1901029
293,191,P12236,GO:0005515!GO:0005739!GO:0005743!GO:0005744!GO:0006626!GO:0016020!GO:0050796
301,192,P04083,GO:0001533!GO:0001780!GO:0002548!GO:0005102!GO:0005509!GO:0005515!GO:0005543!GO:0005544!GO:0005576!GO:0005615!GO:0005634!GO:0005654!GO:0005737!GO:0005768!GO:0005829!GO:0005884!GO:0005886!GO:0006954!GO:0007165!GO:0007166!GO:0007186!GO:0007187!GO:0008360!GO:0009986!GO:0018149!GO:0019221!GO:0019834!GO:0019898!GO:0030216!GO:0031232!GO:0031340!GO:0031532!GO:0032717!GO:0032743!GO:0035924!GO:0042102!GO:0043066!GO:0045627!GO:0045629!GO:0045920!GO:0046883!GO:0048306!GO:0070062!GO:0071385!GO:0071621!GO:0090050!GO:0090303!GO:0097350
302,193,P07355,GO:0001525!GO:0001765!GO:0001921!GO:0002020!GO:0004867!GO:0005515!GO:0005544!GO:0005546!GO:0005576!GO:0005737!GO:0005765!GO:0005768!GO:0005811!GO:0005886!GO:0006900!GO:0009986!GO:0019834!GO:0030496!GO:0031340!GO:0031902!GO:0032804!GO:0035578!GO:0035722!GO:0036035!GO:0042802!GO:0043312!GO:0044090!GO:0044147!GO:0044548!GO:0045121!GO:0048306!GO:0052362!GO:0052405!GO:0070062!GO:1905581!GO:1905597!GO:1905599!GO:1905602!GO:1990665!GO:1990667
306,194,P12429,GO:0005544!GO:0005737!GO:0005829!GO:0005886!GO:0006909!GO:0010595!GO:0016020!GO:0030670!GO:0042581!GO:0042742!GO:0043312!GO:0045766!GO:0048306!GO:0051091
307,195,P09525,GO:0005509!GO:0005515!GO:0005544!GO:0005634!GO:0005737!GO:0005886!GO:0006357!GO:0007165!GO:0009986!GO:0012506!GO:0030855!GO:0031965!GO:0032088!GO:0032717!GO:0042802!GO:0043066!GO:0048306!GO:0048471!GO:0051059
308,196,P08758,GO:0002576!GO:0004859!GO:0005515!GO:0005543!GO:0005544!GO:0005576!GO:0005737!GO:0005829!GO:0007165!GO:0043066
309,197,P08133,GO:0005515!GO:0005525!GO:0005544!GO:0005765!GO:0008289!GO:0015276!GO:0015485!GO:0031902!GO:0034220!GO:0042802!GO:0048306
310,198,P20073,GO:0005178!GO:0005515!GO:0005634!GO:0005789!GO:0006914!GO:0010629!GO:0030855!GO:0042584!GO:0048306
311,199,P50995,GO:0005515!GO:0005635!GO:0005654!GO:0005737!GO:0005819!GO:0005829!GO:0006909!GO:0030496!GO:0032506!GO:0042581!GO:0042582!GO:0044548!GO:0045335!GO:0048306!GO:0051592
312,200,P27216,GO:0001786!GO:0005509!GO:0005544!GO:0005654!GO:0005886!GO:0019898!GO:0031210!GO:1901611
313,201,P28039,GO:0005509!GO:0005515!GO:0006631!GO:0009104!GO:0050528
314,202,O75106,GO:0005515!GO:0005886!GO:0006805!GO:0007601!GO:0008131!GO:0009055
316,203,Q06278,GO:0004031!GO:0005506!GO:0005829!GO:0017144!GO:0042802!GO:0042803!GO:0042816!GO:0043546!GO:0050660!GO:0051537!GO:0055114
317,204,O14727,GO:0000166!GO:0005515!GO:0005576!GO:0005829!GO:0006915!GO:0006919!GO:0007399!GO:0008635!GO:0008656!GO:0032991!GO:0034774!GO:0042981!GO:0043065!GO:0043293!GO:0043312!GO:0070317!GO:0072432!GO:0097193!GO:1904813
318,205,P50583,GO:0004081!GO:0005515!GO:0005759!GO:0006139!GO:0008803!GO:0034599
319,206,Q13790,GO:0005102!GO:0005319!GO:0005615!GO:0006629!GO:0006869!GO:0008203!GO:0015485
320,207,Q02410,GO:0005515!GO:0005794!GO:0005829!GO:0006886!GO:0007155!GO:0007268!GO:0007269!GO:0007399!GO:0008021!GO:0008088!GO:0065003
321,208,Q99767,GO:0005515!GO:0007399!GO:0042802
322,209,O00213,GO:0000122!GO:0001540!GO:0003682!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005783!GO:0005886!GO:0006974!GO:0030027!GO:0030426!GO:0031625!GO:0042393!GO:0043065!GO:0045202!GO:0045893!GO:0070064
323,210,Q92870,GO:0005515
324,211,P25054,GO:0000281!GO:0000776!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005813!GO:0005829!GO:0005874!GO:0005886!GO:0005912!GO:0005923!GO:0006974!GO:0007026!GO:0007050!GO:0007094!GO:0008013!GO:0008017!GO:0008285!GO:0008286!GO:0010942!GO:0016055!GO:0016328!GO:0016342!GO:0016477!GO:0016579!GO:0019887!GO:0019901!GO:0030027!GO:0030335!GO:0030877!GO:0031274!GO:0031625!GO:0032587!GO:0032886!GO:0043065!GO:0045295!GO:0045296!GO:0045732!GO:0045736!GO:0048471!GO:0051010!GO:0051988!GO:0065003!GO:0070840!GO:0090090!GO:1904781!GO:1904885!GO:1904886
325,212,P02743,GO:0001849!GO:0002674!GO:0005509!GO:0005515!GO:0005576!GO:0005615!GO:0006457!GO:0006953!GO:0042802!GO:0044267!GO:0044869!GO:0044871!GO:0045087!GO:0045656!GO:0046597!GO:0046790!GO:0048525!GO:0051082!GO:0051131!GO:0061045!GO:1903016!GO:1903019
326,213,O43918,GO:0000976!GO:0000977!GO:0001228!GO:0002509!GO:0003682!GO:0005515!GO:0005634!GO:0006355!GO:0006955!GO:0008270!GO:0042393!GO:0042802!GO:0045893!GO:0045944
327,214,P13798,GO:0004252!GO:0005515!GO:0005576!GO:0005829!GO:0006415!GO:0006508!GO:0008242!GO:0031965!GO:0042802!GO:0043312!GO:0050435!GO:1904813
328,215,P27695,GO:0000723!GO:0000784!GO:0003677!GO:0003684!GO:0003691!GO:0003713!GO:0003714!GO:0003906!GO:0004519!GO:0004520!GO:0004523!GO:0004528!GO:0004844!GO:0005515!GO:0005634!GO:0005654!GO:0005730!GO:0005737!GO:0005739!GO:0005783!GO:0005813!GO:0005840!GO:0006281!GO:0006284!GO:0006286!GO:0008081!GO:0008309!GO:0008408!GO:0016491!GO:0016607!GO:0016890!GO:0031490!GO:0042981!GO:0043488!GO:0045944!GO:0046872!GO:0048471!GO:0080111!GO:0097698
329,216,Q13490,GO:0000209!GO:0002756!GO:0003713!GO:0004842!GO:0005515!GO:0005634!GO:0005737!GO:0005829!GO:0007166!GO:0007249!GO:0008270!GO:0010803!GO:0016579!GO:0016740!GO:0033209!GO:0034121!GO:0035666!GO:0038061!GO:0039535!GO:0042127!GO:0042802!GO:0042981!GO:0043066!GO:0043123!GO:0043130!GO:0043161!GO:0045088!GO:0045595!GO:0047485!GO:0050727!GO:0051087!GO:0051726!GO:0060544!GO:0070424!GO:0098770!GO:1902523!GO:1902524!GO:1902527!GO:2000116
330,217,Q13489,GO:0002756!GO:0004842!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0007166!GO:0007249!GO:0010803!GO:0016579!GO:0016740!GO:0031398!GO:0033209!GO:0034121!GO:0035666!GO:0038061!GO:0039535!GO:0042981!GO:0043066!GO:0043123!GO:0045088!GO:0050727!GO:0060544!GO:0070424!GO:2000116
331,218,P98170,GO:0004842!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005829!GO:0006974!GO:0030510!GO:0031398!GO:0042127!GO:0042802!GO:0043027!GO:0043066!GO:0043154!GO:0045088!GO:0050727!GO:0055070!GO:0061630!GO:0070424!GO:0090263!GO:1902530
332,219,O15392,GO:0000086!GO:0000228!GO:0000278!GO:0000281!GO:0000775!GO:0000777!GO:0005515!GO:0005634!GO:0005654!GO:0005737!GO:0005814!GO:0005829!GO:0005876!GO:0005881!GO:0006468!GO:0007094!GO:0007605!GO:0008017!GO:0008270!GO:0008284!GO:0008536!GO:0015631!GO:0019221!GO:0019899!GO:0030496!GO:0031021!GO:0031503!GO:0031536!GO:0032133!GO:0032991!GO:0042802!GO:0042803!GO:0042981!GO:0043027!GO:0043066!GO:0043154!GO:0045892!GO:0045931!GO:0046982!GO:0051087!GO:0051301!GO:0051303
333,220,P51693,GO:0005515!GO:0005604!GO:0005886!GO:0007399!GO:0009887!GO:0031694!GO:0031695!GO:0031696!GO:0042802!GO:0048471!GO:0071874!GO:0106072
334,221,Q06481,GO:0002576!GO:0005515!GO:0005634!GO:0005788!GO:0005886!GO:0031092!GO:0042802!GO:0043687!GO:0044267
335,222,P02647,GO:0001523!GO:0001540!GO:0002576!GO:0002719!GO:0005102!GO:0005515!GO:0005543!GO:0005576!GO:0005615!GO:0005769!GO:0005788!GO:0005829!GO:0005886!GO:0006656!GO:0006898!GO:0007179!GO:0007186!GO:0007229!GO:0008203!GO:0010804!GO:0010873!GO:0010875!GO:0010903!GO:0015485!GO:0018158!GO:0018206!GO:0019216!GO:0019899!GO:0030139!GO:0030301!GO:0031072!GO:0031410!GO:0032489!GO:0032691!GO:0033344!GO:0033700!GO:0034115!GO:0034190!GO:0034191!GO:0034361!GO:0034364!GO:0034366!GO:0034371!GO:0034375!GO:0034378!GO:0034380!GO:0034384!GO:0034774!GO:0035025!GO:0042632!GO:0042802!GO:0043687!GO:0043691!GO:0044267!GO:0045499!GO:0050728!GO:0050766!GO:0050821!GO:0050919!GO:0051180!GO:0051345!GO:0051496!GO:0055085!GO:0055091!GO:0060228!GO:0060354!GO:0060761!GO:0070328!GO:0070371!GO:0070508!GO:0070653!GO:0071682!GO:0120020!GO:1900026!GO:1902995
